row_id,analysis_id,analysis_name,cancer_id,cancer_name,phecode,phecode_sort,disease_name,system,system_display,disease_system,disease_system_display,system_color,sex,count,beta,se,effect_ratio,hr_original,hr_plot,ci_lower,ci_upper,p_value,q_value,significant,positive_significant,direction,model_type,effect_measure,events_group_one,person_years_group_one,incidence_rate_group_one,events_group_two,person_years_group_two,incidence_rate_group_two,group_one_label,group_two_label,incidence_rate_cancer,incidence_rate_matched_unexposed,comparison_label
301,analysis,MDD diagnosis,analysis,MDD diagnosis,681.3,681.3,Cellulitis and abscess of arm/hand,dermatologic,Dermatologic diseases,dermatologic,Dermatologic diseases,#CE5A57,Both,0.0,,,,,,,,,,False,False,elevated,,Hazard ratio,0.0,459.22,0.0,1.0,4440.89,0.0,Exposed group,Unexposed group,0.0,0.0,Unexposed group
933,analysis,MDD diagnosis,analysis,MDD diagnosis,681.2,681.2,Cellulitis and abscess of face/neck,dermatologic,Dermatologic diseases,dermatologic,Dermatologic diseases,#CE5A57,Both,55.0,,,,,,,,,,False,False,elevated,,Hazard ratio,55.0,458.92,0.12,263.0,4439.74,0.06,Exposed group,Unexposed group,0.12,0.06,Unexposed group
651,analysis,MDD diagnosis,analysis,MDD diagnosis,681.1,681.1,Cellulitis and abscess of fingers/toes,dermatologic,Dermatologic diseases,dermatologic,Dermatologic diseases,#CE5A57,Both,1.0,,,,,,,,,,False,False,elevated,,Hazard ratio,1.0,459.19,0.0,7.0,4440.77,0.0,Exposed group,Unexposed group,0.0,0.0,Unexposed group
760,analysis,MDD diagnosis,analysis,MDD diagnosis,681.6,681.6,"Cellulitis and abscess of foot, toe",dermatologic,Dermatologic diseases,dermatologic,Dermatologic diseases,#CE5A57,Both,0.0,,,,,,,,,,False,False,elevated,,Hazard ratio,0.0,459.22,0.0,1.0,4440.89,0.0,Exposed group,Unexposed group,0.0,0.0,Unexposed group
414,analysis,MDD diagnosis,analysis,MDD diagnosis,681.5,681.5,"Cellulitis and abscess of leg, except foot",dermatologic,Dermatologic diseases,dermatologic,Dermatologic diseases,#CE5A57,Both,0.0,,,,,,,,,,False,False,elevated,,Hazard ratio,0.0,459.22,0.0,1.0,4440.89,0.0,Exposed group,Unexposed group,0.0,0.0,Unexposed group
1106,analysis,MDD diagnosis,analysis,MDD diagnosis,681.7,681.7,Cellulitis and abscess of trunk,dermatologic,Dermatologic diseases,dermatologic,Dermatologic diseases,#CE5A57,Both,0.0,,,,,,,,,,False,False,elevated,,Hazard ratio,0.0,459.22,0.0,2.0,4440.89,0.0,Exposed group,Unexposed group,0.0,0.0,Unexposed group
750,analysis,MDD diagnosis,analysis,MDD diagnosis,687.3,687.3,Changes in skin texture,dermatologic,Dermatologic diseases,dermatologic,Dermatologic diseases,#CE5A57,Both,0.0,,,,,,,,,,False,False,elevated,,Hazard ratio,0.0,468.54,0.0,0.0,4594.71,0.0,Exposed group,Unexposed group,0.0,0.0,Unexposed group
1052,analysis,MDD diagnosis,analysis,MDD diagnosis,707.2,707.2,Chronic ulcer of leg or foot,dermatologic,Dermatologic diseases,dermatologic,Dermatologic diseases,#CE5A57,Both,0.0,,,,,,,,,,False,False,elevated,,Hazard ratio,0.0,467.31,0.0,0.0,4573.83,0.0,Exposed group,Unexposed group,0.0,0.0,Unexposed group
392,analysis,MDD diagnosis,analysis,MDD diagnosis,707.3,707.3,Chronic ulcer of unspecified site,dermatologic,Dermatologic diseases,dermatologic,Dermatologic diseases,#CE5A57,Both,0.0,,,,,,,,,,False,False,elevated,,Hazard ratio,0.0,467.31,0.0,1.0,4573.83,0.0,Exposed group,Unexposed group,0.0,0.0,Unexposed group
773,analysis,MDD diagnosis,analysis,MDD diagnosis,701.3,701.3,Circumscribed scleroderma,dermatologic,Dermatologic diseases,dermatologic,Dermatologic diseases,#CE5A57,Both,0.0,,,,,,,,,,False,False,elevated,,Hazard ratio,0.0,464.56,0.0,0.0,4532.16,0.0,Exposed group,Unexposed group,0.0,0.0,Unexposed group
631,analysis,MDD diagnosis,analysis,MDD diagnosis,691.3,691.3,Congenital pigmentary anomalies of skin,dermatologic,Dermatologic diseases,dermatologic,Dermatologic diseases,#CE5A57,Both,0.0,,,,,,,,,,False,False,elevated,,Hazard ratio,0.0,453.76,0.0,0.0,4362.15,0.0,Exposed group,Unexposed group,0.0,0.0,Unexposed group
869,analysis,MDD diagnosis,analysis,MDD diagnosis,939.1,939.1,Contact and allergic dermatitis of eyelid,dermatologic,Dermatologic diseases,dermatologic,Dermatologic diseases,#CE5A57,Both,0.0,,,,,,,,,,False,False,elevated,,Hazard ratio,0.0,468.54,0.0,0.0,4594.63,0.0,Exposed group,Unexposed group,0.0,0.0,Unexposed group
1019,analysis,MDD diagnosis,analysis,MDD diagnosis,931,931.0,Contact dermatitis and other eczema due to plants [except food],dermatologic,Dermatologic diseases,dermatologic,Dermatologic diseases,#CE5A57,Both,0.0,,,,,,,,,,False,False,elevated,,Hazard ratio,0.0,468.54,0.0,0.0,4594.63,0.0,Exposed group,Unexposed group,0.0,0.0,Unexposed group
337,analysis,MDD diagnosis,analysis,MDD diagnosis,700,700.0,Corns and callosities,dermatologic,Dermatologic diseases,dermatologic,Dermatologic diseases,#CE5A57,Both,85.0,,,,,,,,,,False,False,elevated,,Hazard ratio,85.0,464.15,0.18,458.0,4529.91,0.1,Exposed group,Unexposed group,0.18,0.1,Unexposed group
1114,analysis,MDD diagnosis,analysis,MDD diagnosis,707.1,707.1,Decubitus ulcer,dermatologic,Dermatologic diseases,dermatologic,Dermatologic diseases,#CE5A57,Both,194.0,,,,,,,,,,False,False,elevated,,Hazard ratio,194.0,466.8,0.42,928.0,4571.03,0.2,Exposed group,Unexposed group,0.42,0.2,Unexposed group
996,analysis,MDD diagnosis,analysis,MDD diagnosis,702.4,702.4,Degenerative skin disorders,dermatologic,Dermatologic diseases,dermatologic,Dermatologic diseases,#CE5A57,Both,0.0,,,,,,,,,,False,False,elevated,,Hazard ratio,0.0,459.47,0.0,0.0,4446.58,0.0,Exposed group,Unexposed group,0.0,0.0,Unexposed group
476,analysis,MDD diagnosis,analysis,MDD diagnosis,709.5,709.5,Dermatomyositis,dermatologic,Dermatologic diseases,dermatologic,Dermatologic diseases,#CE5A57,Both,6.0,,,,,,,,,,False,False,elevated,,Hazard ratio,6.0,449.36,0.01,48.0,4293.86,0.01,Exposed group,Unexposed group,0.01,0.01,Unexposed group
473,analysis,MDD diagnosis,analysis,MDD diagnosis,689,689.0,Disorder of skin and subcutaneous tissue NOS,dermatologic,Dermatologic diseases,dermatologic,Dermatologic diseases,#CE5A57,Both,9.0,,,,,,,,,,False,False,elevated,,Hazard ratio,9.0,468.01,0.02,36.0,4587.79,0.01,Exposed group,Unexposed group,0.02,0.01,Unexposed group
303,analysis,MDD diagnosis,analysis,MDD diagnosis,687.4,687.4,Disturbance of skin sensation,dermatologic,Dermatologic diseases,dermatologic,Dermatologic diseases,#CE5A57,Both,0.0,,,,,,,,,,False,False,elevated,,Hazard ratio,0.0,468.54,0.0,0.0,4594.71,0.0,Exposed group,Unexposed group,0.0,0.0,Unexposed group
967,analysis,MDD diagnosis,analysis,MDD diagnosis,705.1,705.1,Dyshidrosis,dermatologic,Dermatologic diseases,dermatologic,Dermatologic diseases,#CE5A57,Both,0.0,,,,,,,,,,False,False,elevated,,Hazard ratio,0.0,465.68,0.0,0.0,4545.21,0.0,Exposed group,Unexposed group,0.0,0.0,Unexposed group
757,analysis,MDD diagnosis,analysis,MDD diagnosis,705.3,705.3,Hidradenitis,dermatologic,Dermatologic diseases,dermatologic,Dermatologic diseases,#CE5A57,Both,0.0,,,,,,,,,,False,False,elevated,,Hazard ratio,0.0,465.68,0.0,0.0,4545.21,0.0,Exposed group,Unexposed group,0.0,0.0,Unexposed group
643,analysis,MDD diagnosis,analysis,MDD diagnosis,704.2,704.2,Hirsutism,dermatologic,Dermatologic diseases,dermatologic,Dermatologic diseases,#CE5A57,Both,16.0,,,,,,,,,,False,False,elevated,,Hazard ratio,16.0,466.82,0.03,71.0,4571.0,0.02,Exposed group,Unexposed group,0.03,0.02,Unexposed group
843,analysis,MDD diagnosis,analysis,MDD diagnosis,705.8,705.8,Hyperhidrosis,dermatologic,Dermatologic diseases,dermatologic,Dermatologic diseases,#CE5A57,Both,0.0,,,,,,,,,,False,False,elevated,,Hazard ratio,0.0,465.68,0.0,0.0,4545.21,0.0,Exposed group,Unexposed group,0.0,0.0,Unexposed group
719,analysis,MDD diagnosis,analysis,MDD diagnosis,691.1,691.1,Ichthyosis congenita,dermatologic,Dermatologic diseases,dermatologic,Dermatologic diseases,#CE5A57,Both,0.0,,,,,,,,,,False,False,elevated,,Hazard ratio,0.0,453.76,0.0,0.0,4362.15,0.0,Exposed group,Unexposed group,0.0,0.0,Unexposed group
1099,analysis,MDD diagnosis,analysis,MDD diagnosis,686.2,686.2,Impetigo,dermatologic,Dermatologic diseases,dermatologic,Dermatologic diseases,#CE5A57,Both,48.0,,,,,,,,,,False,False,elevated,,Hazard ratio,48.0,458.97,0.1,385.0,4438.73,0.09,Exposed group,Unexposed group,0.1,0.09,Unexposed group
438,analysis,MDD diagnosis,analysis,MDD diagnosis,703.1,703.1,Ingrowing nail,dermatologic,Dermatologic diseases,dermatologic,Dermatologic diseases,#CE5A57,Both,0.0,,,,,,,,,,False,False,elevated,,Hazard ratio,0.0,466.88,0.0,0.0,4571.43,0.0,Exposed group,Unexposed group,0.0,0.0,Unexposed group
915,analysis,MDD diagnosis,analysis,MDD diagnosis,701.4,701.4,Keloid scar,dermatologic,Dermatologic diseases,dermatologic,Dermatologic diseases,#CE5A57,Both,0.0,,,,,,,,,,False,False,elevated,,Hazard ratio,0.0,464.56,0.0,0.0,4532.16,0.0,Exposed group,Unexposed group,0.0,0.0,Unexposed group
335,analysis,MDD diagnosis,analysis,MDD diagnosis,701.1,701.1,"Keratoderma, acquired",dermatologic,Dermatologic diseases,dermatologic,Dermatologic diseases,#CE5A57,Both,0.0,,,,,,,,,,False,False,elevated,,Hazard ratio,0.0,464.56,0.0,4.0,4532.14,0.0,Exposed group,Unexposed group,0.0,0.0,Unexposed group
659,analysis,MDD diagnosis,analysis,MDD diagnosis,687.2,687.2,"Localized superficial swelling, mass, or lump",dermatologic,Dermatologic diseases,dermatologic,Dermatologic diseases,#CE5A57,Both,0.0,,,,,,,,,,False,False,elevated,,Hazard ratio,0.0,468.54,0.0,0.0,4594.71,0.0,Exposed group,Unexposed group,0.0,0.0,Unexposed group
811,analysis,MDD diagnosis,analysis,MDD diagnosis,695.4,695.4,Lupus (localized and systemic),dermatologic,Dermatologic diseases,dermatologic,Dermatologic diseases,#CE5A57,Both,53.0,,,,,,,,,,False,False,elevated,,Hazard ratio,53.0,451.56,0.12,446.0,4331.49,0.1,Exposed group,Unexposed group,0.12,0.1,Unexposed group
369,analysis,MDD diagnosis,analysis,MDD diagnosis,709.6,709.6,Other specified diffuse diseases of connective tissue,dermatologic,Dermatologic diseases,dermatologic,Dermatologic diseases,#CE5A57,Both,16.0,,,,,,,,,,False,False,elevated,,Hazard ratio,16.0,449.28,0.04,109.0,4293.43,0.03,Exposed group,Unexposed group,0.04,0.03,Unexposed group
543,analysis,MDD diagnosis,analysis,MDD diagnosis,704.8,704.8,Other specified diseases of hair and hair follicles,dermatologic,Dermatologic diseases,dermatologic,Dermatologic diseases,#CE5A57,Both,2.0,,,,,,,,,,False,False,elevated,,Hazard ratio,2.0,466.87,0.0,4.0,4571.43,0.0,Exposed group,Unexposed group,0.0,0.0,Unexposed group
383,analysis,MDD diagnosis,analysis,MDD diagnosis,706.8,706.8,Other specified diseases of sebaceous glands,dermatologic,Dermatologic diseases,dermatologic,Dermatologic diseases,#CE5A57,Both,0.0,,,,,,,,,,False,False,elevated,,Hazard ratio,0.0,465.68,0.0,0.0,4545.21,0.0,Exposed group,Unexposed group,0.0,0.0,Unexposed group
652,analysis,MDD diagnosis,analysis,MDD diagnosis,695.8,695.8,Other specified erythematous conditions,dermatologic,Dermatologic diseases,dermatologic,Dermatologic diseases,#CE5A57,Both,15.0,,,,,,,,,,False,False,elevated,,Hazard ratio,15.0,453.68,0.03,130.0,4361.42,0.03,Exposed group,Unexposed group,0.03,0.03,Unexposed group
829,analysis,MDD diagnosis,analysis,MDD diagnosis,696.2,696.2,Parapsoriasis,dermatologic,Dermatologic diseases,dermatologic,Dermatologic diseases,#CE5A57,Both,13.0,,,,,,,,,,False,False,elevated,,Hazard ratio,13.0,453.69,0.03,134.0,4361.34,0.03,Exposed group,Unexposed group,0.03,0.03,Unexposed group
508,analysis,MDD diagnosis,analysis,MDD diagnosis,686.3,686.3,Pilonidal cyst,dermatologic,Dermatologic diseases,dermatologic,Dermatologic diseases,#CE5A57,Both,33.0,,,,,,,,,,False,False,elevated,,Hazard ratio,33.0,459.02,0.07,167.0,4439.83,0.04,Exposed group,Unexposed group,0.07,0.04,Unexposed group
1127,analysis,MDD diagnosis,analysis,MDD diagnosis,696.3,696.3,Pityriasis,dermatologic,Dermatologic diseases,dermatologic,Dermatologic diseases,#CE5A57,Both,5.0,,,,,,,,,,False,False,elevated,,Hazard ratio,5.0,453.73,0.01,73.0,4361.7,0.02,Exposed group,Unexposed group,0.01,0.02,Unexposed group
187,analysis,MDD diagnosis,analysis,MDD diagnosis,709.4,709.4,Polymyositis,dermatologic,Dermatologic diseases,dermatologic,Dermatologic diseases,#CE5A57,Both,15.0,,,,,,,,,,False,False,elevated,,Hazard ratio,15.0,449.32,0.03,69.0,4293.75,0.02,Exposed group,Unexposed group,0.03,0.02,Unexposed group
539,analysis,MDD diagnosis,analysis,MDD diagnosis,686.5,686.5,Pyoderma,dermatologic,Dermatologic diseases,dermatologic,Dermatologic diseases,#CE5A57,Both,15.0,,,,,,,,,,False,False,elevated,,Hazard ratio,15.0,459.16,0.03,104.0,4440.41,0.02,Exposed group,Unexposed group,0.03,0.02,Unexposed group
976,analysis,MDD diagnosis,analysis,MDD diagnosis,686.4,686.4,Pyogenic granuloma,dermatologic,Dermatologic diseases,dermatologic,Dermatologic diseases,#CE5A57,Both,0.0,,,,,,,,,,False,False,elevated,,Hazard ratio,0.0,459.22,0.0,0.0,4440.89,0.0,Exposed group,Unexposed group,0.0,0.0,Unexposed group
406,analysis,MDD diagnosis,analysis,MDD diagnosis,687.1,687.1,Rash and other nonspecific skin eruption,dermatologic,Dermatologic diseases,dermatologic,Dermatologic diseases,#CE5A57,Both,0.0,,,,,,,,,,False,False,elevated,,Hazard ratio,0.0,468.54,0.0,1.0,4594.71,0.0,Exposed group,Unexposed group,0.0,0.0,Unexposed group
917,analysis,MDD diagnosis,analysis,MDD diagnosis,697,697.0,Sarcoidosis,dermatologic,Dermatologic diseases,dermatologic,Dermatologic diseases,#CE5A57,Both,97.0,,,,,,,,,,False,False,elevated,,Hazard ratio,97.0,453.13,0.21,697.0,4357.89,0.16,Exposed group,Unexposed group,0.21,0.16,Unexposed group
983,analysis,MDD diagnosis,analysis,MDD diagnosis,701.2,701.2,Scar conditions and fibrosis of skin,dermatologic,Dermatologic diseases,dermatologic,Dermatologic diseases,#CE5A57,Both,0.0,,,,,,,,,,False,False,elevated,,Hazard ratio,0.0,464.56,0.0,0.0,4532.16,0.0,Exposed group,Unexposed group,0.0,0.0,Unexposed group
321,analysis,MDD diagnosis,analysis,MDD diagnosis,706.3,706.3,Seborrhea,dermatologic,Dermatologic diseases,dermatologic,Dermatologic diseases,#CE5A57,Both,0.0,,,,,,,,,,False,False,elevated,,Hazard ratio,0.0,465.68,0.0,0.0,4545.21,0.0,Exposed group,Unexposed group,0.0,0.0,Unexposed group
1103,analysis,MDD diagnosis,analysis,MDD diagnosis,709.2,709.2,Sicca syndrome,dermatologic,Dermatologic diseases,dermatologic,Dermatologic diseases,#CE5A57,Both,176.0,,,,,,,,,,False,False,elevated,,Hazard ratio,176.0,448.36,0.39,931.0,4288.36,0.22,Exposed group,Unexposed group,0.39,0.22,Unexposed group
570,analysis,MDD diagnosis,analysis,MDD diagnosis,709.3,709.3,Systemic sclerosis,dermatologic,Dermatologic diseases,dermatologic,Dermatologic diseases,#CE5A57,Both,16.0,,,,,,,,,,False,False,elevated,,Hazard ratio,16.0,449.29,0.04,139.0,4293.19,0.03,Exposed group,Unexposed group,0.04,0.03,Unexposed group
952,analysis,MDD diagnosis,analysis,MDD diagnosis,695.1,695.1,Toxic erythema,dermatologic,Dermatologic diseases,dermatologic,Dermatologic diseases,#CE5A57,Both,16.0,,,,,,,,,,False,False,elevated,,Hazard ratio,16.0,453.68,0.04,170.0,4361.1,0.04,Exposed group,Unexposed group,0.04,0.04,Unexposed group
1008,analysis,MDD diagnosis,analysis,MDD diagnosis,695.9,695.9,Unspecified erythematous condition,dermatologic,Dermatologic diseases,dermatologic,Dermatologic diseases,#CE5A57,Both,1.0,,,,,,,,,,False,False,elevated,,Hazard ratio,1.0,453.75,0.0,12.0,4362.11,0.0,Exposed group,Unexposed group,0.0,0.0,Unexposed group
600,analysis,MDD diagnosis,analysis,MDD diagnosis,694.3,694.3,Vascular disorders of skin,dermatologic,Dermatologic diseases,dermatologic,Dermatologic diseases,#CE5A57,Both,0.0,,,,,,,,,,False,False,elevated,,Hazard ratio,0.0,453.76,0.0,0.0,4362.15,0.0,Exposed group,Unexposed group,0.0,0.0,Unexposed group
263,analysis,MDD diagnosis,analysis,MDD diagnosis,694.1,694.1,Vitiligo,dermatologic,Dermatologic diseases,dermatologic,Dermatologic diseases,#CE5A57,Both,33.0,,,,,,,,,,False,False,elevated,,Hazard ratio,33.0,453.57,0.07,252.0,4360.78,0.06,Exposed group,Unexposed group,0.07,0.06,Unexposed group
40,analysis,MDD diagnosis,analysis,MDD diagnosis,563,563.0,Constipation,digestive,Digestive diseases,digestive,Digestive diseases,#A5C5D9,Both,1277.0,0.8900720100248635,0.0325098839893919,2.435305011350375,2.435305011350375,2.435305011350375,2.284969411045675,2.595531681797949,4.945127036597566e-165,7.075335606208826e-164,True,True,elevated,,Hazard ratio,1277.0,428.59,2.98,4979.0,4080.22,1.22,Exposed group,Unexposed group,2.98,1.22,Unexposed group
170,analysis,MDD diagnosis,analysis,MDD diagnosis,530.1,530.1,"Esophagitis, GERD and related diseases",digestive,Digestive diseases,digestive,Digestive diseases,#A5C5D9,Both,1618.0,0.4489086806262302,0.0273465017701405,1.5666015895910204,1.5666015895910204,1.5666015895910204,1.4848437341020793,1.6528611625204117,1.4796076872951372e-60,7.863057995339874e-60,True,True,elevated,,Hazard ratio,1618.0,444.28,3.64,10089.0,4323.19,2.33,Exposed group,Unexposed group,3.64,2.33,Unexposed group
102,analysis,MDD diagnosis,analysis,MDD diagnosis,550.2,550.2,Diaphragmatic hernia,digestive,Digestive diseases,digestive,Digestive diseases,#A5C5D9,Both,1302.0,0.4582535253226539,0.0306108799909928,1.581309854337335,1.581309854337335,1.581309854337335,1.4892255214192534,1.6790881028155575,1.1483219066953698e-50,5.209460357203385e-50,True,True,elevated,,Hazard ratio,1302.0,437.63,2.98,7876.0,4173.45,1.89,Exposed group,Unexposed group,2.98,1.89,Unexposed group
36,analysis,MDD diagnosis,analysis,MDD diagnosis,558,558.0,Noninfectious gastroenteritis,digestive,Digestive diseases,digestive,Digestive diseases,#A5C5D9,Both,512.0,0.7173835218367672,0.05019857787607,2.0490648571628722,2.0490648571628722,2.0490648571628722,1.85705947477403,2.2609220899458817,2.4931833088251708e-46,1.1041240367654329e-45,True,True,elevated,,Hazard ratio,512.0,430.86,1.19,2338.0,4085.82,0.57,Exposed group,Unexposed group,1.19,0.57,Unexposed group
140,analysis,MDD diagnosis,analysis,MDD diagnosis,578.9,578.9,Hemorrhage of gastrointestinal tract,digestive,Digestive diseases,digestive,Digestive diseases,#A5C5D9,Both,947.0,0.5128660285187189,0.0361304917670679,1.6700708129916908,1.6700708129916908,1.6700708129916908,1.5558939449414024,1.7926263737158326,9.863154662000509e-46,4.076770593626877e-45,True,True,elevated,,Hazard ratio,947.0,458.4,2.07,5555.0,4480.09,1.24,Exposed group,Unexposed group,2.07,1.24,Unexposed group
173,analysis,MDD diagnosis,analysis,MDD diagnosis,564.1,564.1,Irritable Bowel Syndrome,digestive,Digestive diseases,digestive,Digestive diseases,#A5C5D9,Both,452.0,0.7440399719187705,0.0534721419012856,2.1044201624461194,2.1044201624461194,2.1044201624461194,1.8950298185482473,2.33694698456113,5.169528596503918e-44,2.045813444573891e-43,True,True,elevated,,Hazard ratio,452.0,431.04,1.05,1956.0,4086.48,0.48,Exposed group,Unexposed group,1.05,0.48,Unexposed group
21,analysis,MDD diagnosis,analysis,MDD diagnosis,531.2,531.2,Gastric ulcer,digestive,Digestive diseases,digestive,Digestive diseases,#A5C5D9,Both,522.0,0.5297112395486738,0.0488906352434517,1.6984417949822193,1.6984417949822193,1.6984417949822193,1.5432423025654265,1.8692492592686196,2.3595428215263214e-27,7.194671554162228e-27,True,True,elevated,,Hazard ratio,522.0,458.49,1.14,2941.0,4465.71,0.66,Exposed group,Unexposed group,1.14,0.66,Unexposed group
27,analysis,MDD diagnosis,analysis,MDD diagnosis,562.1,562.1,Diverticulosis,digestive,Digestive diseases,digestive,Digestive diseases,#A5C5D9,Both,1655.0,0.287533992238558,0.0267852502223048,1.3331359076668143,1.3331359076668143,1.3331359076668143,1.2649529170997738,1.4049940707559467,6.987890358252308e-27,2.0963671074756926e-26,True,True,elevated,,Hazard ratio,1655.0,425.69,3.89,11777.0,4039.84,2.92,Exposed group,Unexposed group,3.89,2.92,Unexposed group
168,analysis,MDD diagnosis,analysis,MDD diagnosis,574.1,574.1,Cholelithiasis,digestive,Digestive diseases,digestive,Digestive diseases,#A5C5D9,Both,1579.0,0.2603843168804275,0.027323496082871,1.2974286145810223,1.2974286145810223,1.2974286145810223,1.2297738178622502,1.3688053733814194,1.5776085329462353e-21,4.2526838714202855e-21,True,True,elevated,,Hazard ratio,1579.0,437.55,3.61,11584.0,4165.23,2.78,Exposed group,Unexposed group,3.61,2.78,Unexposed group
157,analysis,MDD diagnosis,analysis,MDD diagnosis,571.5,571.5,Other chronic nonalcoholic liver disease,digestive,Digestive diseases,digestive,Digestive diseases,#A5C5D9,Both,272.0,0.6320854081318149,0.0685659416067314,1.8815302492700448,1.8815302492700448,1.8815302492700448,1.6449272570193143,2.152165734874578,3.0086451983497126e-20,7.665863108123925e-20,True,True,elevated,,Hazard ratio,272.0,465.95,0.58,1341.0,4560.9,0.29,Exposed group,Unexposed group,0.58,0.29,Unexposed group
137,analysis,MDD diagnosis,analysis,MDD diagnosis,577.1,577.1,Acute pancreatitis,digestive,Digestive diseases,digestive,Digestive diseases,#A5C5D9,Both,412.0,0.4750976344109312,0.0544984070313494,1.608171202669153,1.608171202669153,1.608171202669153,1.4452477449045316,1.789461098425853,2.840539587553927e-18,6.861563159545849e-18,True,True,elevated,,Hazard ratio,412.0,463.2,0.89,2519.0,4531.51,0.56,Exposed group,Unexposed group,0.89,0.56,Unexposed group
45,analysis,MDD diagnosis,analysis,MDD diagnosis,550.5,550.5,Ventral hernia,digestive,Digestive diseases,digestive,Digestive diseases,#A5C5D9,Both,483.0,0.4081741048935361,0.0502146462242751,1.5040690041492168,1.5040690041492168,1.5040690041492168,1.363088932626141,1.6596302083415746,4.3432446232449833e-16,9.285557470385829e-16,True,True,elevated,,Hazard ratio,483.0,442.17,1.09,2973.0,4199.5,0.71,Exposed group,Unexposed group,1.09,0.71,Unexposed group
171,analysis,MDD diagnosis,analysis,MDD diagnosis,578.2,578.2,Blood in stool,digestive,Digestive diseases,digestive,Digestive diseases,#A5C5D9,Both,259.0,0.5421491848982922,0.0692149612345609,1.7196988441732952,1.7196988441732952,1.7196988441732952,1.501534913940529,1.9695606723455112,4.770003195801545e-15,1.008205220930781e-14,True,True,elevated,,Hazard ratio,259.0,460.96,0.56,1478.0,4494.96,0.33,Exposed group,Unexposed group,0.56,0.33,Unexposed group
52,analysis,MDD diagnosis,analysis,MDD diagnosis,578.8,578.8,Hemorrhage of rectum and anus,digestive,Digestive diseases,digestive,Digestive diseases,#A5C5D9,Both,362.0,0.4207931467242752,0.0577178672214274,1.5231691732866368,1.5231691732866368,1.5231691732866368,1.3602467634064739,1.705605477524237,3.087656755298545e-13,5.80105208571242e-13,True,True,elevated,,Hazard ratio,362.0,460.33,0.79,2350.0,4489.9,0.52,Exposed group,Unexposed group,0.79,0.52,Unexposed group
136,analysis,MDD diagnosis,analysis,MDD diagnosis,560.4,560.4,Other intestinal obstruction,digestive,Digestive diseases,digestive,Digestive diseases,#A5C5D9,Both,280.0,0.4507480171014817,0.0662062918944662,1.5694857486933302,1.5694857486933302,1.5694857486933302,1.3784830907425756,1.7869537405964948,9.880313665349371e-12,1.7842119822863917e-11,True,True,elevated,,Hazard ratio,280.0,432.73,0.65,1706.0,4091.77,0.42,Exposed group,Unexposed group,0.65,0.42,Unexposed group
47,analysis,MDD diagnosis,analysis,MDD diagnosis,531.3,531.3,Duodenal ulcer,digestive,Digestive diseases,digestive,Digestive diseases,#A5C5D9,Both,252.0,0.4490397207892648,0.0697012601219538,1.5668068907697867,1.5668068907697867,1.5668068907697867,1.3667357751549654,1.7961656361013476,1.1763974803320068e-10,2.083904108016697e-10,True,True,elevated,,Hazard ratio,252.0,459.71,0.55,1560.0,4471.47,0.35,Exposed group,Unexposed group,0.55,0.35,Unexposed group
16,analysis,MDD diagnosis,analysis,MDD diagnosis,531.1,531.1,Hemorrhage from gastrointestinal ulcer,digestive,Digestive diseases,digestive,Digestive diseases,#A5C5D9,Both,264.0,0.434011298406297,0.0683661157093517,1.5434363063884575,1.5434363063884575,1.5434363063884575,1.349877316448476,1.7647497315871605,2.1765164511540147e-10,3.8191703765532704e-10,True,True,elevated,,Hazard ratio,264.0,459.78,0.57,1614.0,4472.12,0.36,Exposed group,Unexposed group,0.57,0.36,Unexposed group
19,analysis,MDD diagnosis,analysis,MDD diagnosis,574.3,574.3,Cholecystitis without cholelithiasis,digestive,Digestive diseases,digestive,Digestive diseases,#A5C5D9,Both,330.0,0.3822397837326207,0.060492161067608,1.4655634612812727,1.4655634612812727,1.4655634612812727,1.3017052661028676,1.650048067696,2.6354813693180887e-10,4.497243437551969e-10,True,True,elevated,,Hazard ratio,330.0,445.61,0.74,2211.0,4231.04,0.52,Exposed group,Unexposed group,0.74,0.52,Unexposed group
162,analysis,MDD diagnosis,analysis,MDD diagnosis,560.1,560.1,Paralytic ileus,digestive,Digestive diseases,digestive,Digestive diseases,#A5C5D9,Both,378.0,0.3562463596800512,0.0564312424959707,1.4279592965291898,1.4279592965291898,1.4279592965291898,1.2784406900205085,1.5949646850738366,2.7380525409313947e-10,4.6297979328476304e-10,True,True,elevated,,Hazard ratio,378.0,432.7,0.87,2568.0,4090.33,0.63,Exposed group,Unexposed group,0.87,0.63,Unexposed group
28,analysis,MDD diagnosis,analysis,MDD diagnosis,540.1,540.1,Appendicitis,digestive,Digestive diseases,digestive,Digestive diseases,#A5C5D9,Both,449.0,0.251066260954719,0.0510924488659852,1.2853952530261414,1.2853952530261414,1.2853952530261414,1.1629095077470744,1.4207820518236662,8.925486997247552e-07,1.307197308258303e-06,True,True,elevated,,Hazard ratio,449.0,458.72,0.98,3391.0,4445.09,0.76,Exposed group,Unexposed group,0.98,0.76,Unexposed group
124,analysis,MDD diagnosis,analysis,MDD diagnosis,550.4,550.4,Umbilical hernia,digestive,Digestive diseases,digestive,Digestive diseases,#A5C5D9,Both,260.0,0.2450723582911788,0.0673822622362581,1.2777137630445996,1.2777137630445996,1.2777137630445996,1.119635431029182,1.4581107519730148,0.0002757831558757,0.0003637990566871,True,True,elevated,,Hazard ratio,260.0,443.53,0.59,1871.0,4205.89,0.44,Exposed group,Unexposed group,0.59,0.44,Unexposed group
