row_id,analysis_id,analysis_name,cancer_id,cancer_name,phecode,phecode_sort,disease_name,system,system_display,disease_system,disease_system_display,system_color,sex,count,beta,se,effect_ratio,hr_original,hr_plot,ci_lower,ci_upper,p_value,q_value,significant,positive_significant,direction,model_type,effect_measure,events_group_one,person_years_group_one,incidence_rate_group_one,events_group_two,person_years_group_two,incidence_rate_group_two,group_one_label,group_two_label,incidence_rate_cancer,incidence_rate_matched_unexposed,comparison_label
78,analysis,MDD diagnosis,analysis,MDD diagnosis,428.2,428.2,Heart failure NOS,circulatory system,Circulatory system diseases,circulatory system,Circulatory system diseases,#F46D5A,Both,2040.0,0.4755952686221131,0.024775010589481,1.608971682833677,1.608971682833677,1.608971682833677,1.5327082181203393,1.6890298137341742,3.9533978778463476e-82,2.8282000203054646e-81,True,True,elevated,,Hazard ratio,2040.0,460.02,4.43,12626.0,4498.1,2.81,Exposed group,Unexposed group,4.43,2.81,Unexposed group
186,analysis,MDD diagnosis,analysis,MDD diagnosis,433.2,433.2,Occlusion of cerebral arteries,circulatory system,Circulatory system diseases,circulatory system,Circulatory system diseases,#F46D5A,Both,1988.0,0.4173944523425814,0.0248259588784397,1.5180011739748134,1.5180011739748134,1.5180011739748134,1.4459052166559654,1.5936919914558942,1.965825294858136e-63,1.1080106207382219e-62,True,True,elevated,,Hazard ratio,1988.0,440.78,4.51,12617.0,4247.66,2.97,Exposed group,Unexposed group,4.51,2.97,Unexposed group
58,analysis,MDD diagnosis,analysis,MDD diagnosis,458.1,458.1,Orthostatic hypotension,circulatory system,Circulatory system diseases,circulatory system,Circulatory system diseases,#F46D5A,Both,448.0,0.8833768391412388,0.0546736575853291,2.4190546881929698,2.4190546881929698,2.4190546881929698,2.1732341946555858,2.6926806134650314,1.0093981387809536e-58,5.215223717034927e-58,True,True,elevated,,Hazard ratio,448.0,465.14,0.96,1930.0,4562.02,0.42,Exposed group,Unexposed group,0.96,0.42,Unexposed group
92,analysis,MDD diagnosis,analysis,MDD diagnosis,427.4,427.4,Cardiac arrest and ventricular fibrillation,circulatory system,Circulatory system diseases,circulatory system,Circulatory system diseases,#F46D5A,Both,673.0,0.6202542641846189,0.0436391149463461,1.8594007607643657,1.8594007607643657,1.8594007607643657,1.7069729529315332,2.0254399363466526,7.580804923014389e-46,3.2229393578452854e-45,True,True,elevated,,Hazard ratio,673.0,451.95,1.49,3523.0,4323.96,0.81,Exposed group,Unexposed group,1.49,0.81,Unexposed group
119,analysis,MDD diagnosis,analysis,MDD diagnosis,433.8,433.8,Late effects of cerebrovascular disease,circulatory system,Circulatory system diseases,circulatory system,Circulatory system diseases,#F46D5A,Both,658.0,0.5309954053158732,0.0435780145329668,1.7006242768272282,1.7006242768272282,1.7006242768272282,1.5613994412175176,1.852263331591159,3.7393759021148446e-34,1.2420069960595735e-33,True,True,elevated,,Hazard ratio,658.0,446.87,1.47,3761.0,4288.27,0.88,Exposed group,Unexposed group,1.47,0.88,Unexposed group
41,analysis,MDD diagnosis,analysis,MDD diagnosis,433.3,433.3,Cerebral ischemia,circulatory system,Circulatory system diseases,circulatory system,Circulatory system diseases,#F46D5A,Both,1018.0,0.375932244426115,0.0343406806523955,1.4563484547027705,1.4563484547027705,1.4563484547027705,1.3615510261853871,1.5577461150738843,6.857870400324212e-28,2.1992480938970748e-27,True,True,elevated,,Hazard ratio,1018.0,444.19,2.29,6960.0,4269.62,1.63,Exposed group,Unexposed group,2.29,1.63,Unexposed group
7,analysis,MDD diagnosis,analysis,MDD diagnosis,455,455.0,Hemorrhoids,circulatory system,Circulatory system diseases,circulatory system,Circulatory system diseases,#F46D5A,Both,838.0,0.4022943914861042,0.0379406865670489,1.4952514571869904,1.4952514571869904,1.4952514571869904,1.3880926989127,1.6106827173510192,2.8781704713923343e-26,8.497455677444036e-26,True,True,elevated,,Hazard ratio,838.0,434.77,1.93,5387.0,4110.27,1.31,Exposed group,Unexposed group,1.93,1.31,Unexposed group
59,analysis,MDD diagnosis,analysis,MDD diagnosis,411.2,411.2,Myocardial infarction,circulatory system,Circulatory system diseases,circulatory system,Circulatory system diseases,#F46D5A,Both,2103.0,0.2429151129093159,0.0238598546298195,1.274960391846362,1.274960391846362,1.274960391846362,1.2167091520805393,1.3360004714334788,2.412858715762127e-24,6.799874562602358e-24,True,True,elevated,,Hazard ratio,2103.0,437.78,4.8,15353.0,4146.06,3.7,Exposed group,Unexposed group,4.8,3.7,Unexposed group
149,analysis,MDD diagnosis,analysis,MDD diagnosis,411.4,411.4,Coronary atherosclerosis,circulatory system,Circulatory system diseases,circulatory system,Circulatory system diseases,#F46D5A,Both,824.0,0.3478859586574746,0.038588635862964,1.4160707499219385,1.4160707499219385,1.4160707499219385,1.3129181199937843,1.5273278190371649,1.9643312318488186e-19,4.937373096268653e-19,True,True,elevated,,Hazard ratio,824.0,444.01,1.86,5274.0,4200.14,1.26,Exposed group,Unexposed group,1.86,1.26,Unexposed group
46,analysis,MDD diagnosis,analysis,MDD diagnosis,401.1,401.1,Essential hypertension,circulatory system,Circulatory system diseases,circulatory system,Circulatory system diseases,#F46D5A,Both,2913.0,0.1699893219777694,0.0200146256299194,1.1852921946763872,1.1852921946763872,1.1852921946763872,1.1396949692198195,1.2327136862966988,2.009285386778858e-17,4.557647340742288e-17,True,True,elevated,,Hazard ratio,2913.0,442.07,6.59,24050.0,4263.81,5.64,Exposed group,Unexposed group,6.59,5.64,Unexposed group
112,analysis,MDD diagnosis,analysis,MDD diagnosis,430.2,430.2,Intracerebral hemorrhage,circulatory system,Circulatory system diseases,circulatory system,Circulatory system diseases,#F46D5A,Both,387.0,0.4297862980661774,0.0562423315667855,1.5369290437423508,1.5369290437423508,1.5369290437423508,1.3765100245281796,1.7160433584989263,2.1439373553768252e-14,4.2878747107536504e-14,True,True,elevated,,Hazard ratio,387.0,448.26,0.86,2417.0,4295.63,0.56,Exposed group,Unexposed group,0.86,0.56,Unexposed group
160,analysis,MDD diagnosis,analysis,MDD diagnosis,451.2,451.2,Phlebitis and thrombophlebitis of lower extremities,circulatory system,Circulatory system diseases,circulatory system,Circulatory system diseases,#F46D5A,Both,906.0,0.269814063714736,0.0361876666642542,1.30972090345229,1.30972090345229,1.30972090345229,1.2200431622988117,1.4059902943989098,8.921078869062345e-14,1.7466533364690485e-13,True,True,elevated,,Hazard ratio,906.0,437.1,2.07,6496.0,4122.57,1.58,Exposed group,Unexposed group,2.07,1.58,Unexposed group
177,analysis,MDD diagnosis,analysis,MDD diagnosis,411.8,411.8,"Other chronic ischemic heart disease, unspecified",circulatory system,Circulatory system diseases,circulatory system,Circulatory system diseases,#F46D5A,Both,891.0,0.2413211178260302,0.0366370259864463,1.2729297301127467,1.2729297301127467,1.2729297301127467,1.1847272115849474,1.3676988946992945,4.493776734665233e-11,8.036946852382052e-11,True,True,elevated,,Hazard ratio,891.0,442.71,2.01,6629.0,4189.08,1.58,Exposed group,Unexposed group,2.01,1.58,Unexposed group
105,analysis,MDD diagnosis,analysis,MDD diagnosis,428.1,428.1,Congestive heart failure (CHF) NOS,circulatory system,Circulatory system diseases,circulatory system,Circulatory system diseases,#F46D5A,Both,390.0,0.3331361693808644,0.0555823161257025,1.3953372877487185,1.3953372877487185,1.3953372877487185,1.2513147890589653,1.5559363348099964,2.052913085762071e-09,3.3494897715065364e-09,True,True,elevated,,Hazard ratio,390.0,463.52,0.84,2803.0,4519.44,0.62,Exposed group,Unexposed group,0.84,0.62,Unexposed group
37,analysis,MDD diagnosis,analysis,MDD diagnosis,411.3,411.3,Angina pectoris,circulatory system,Circulatory system diseases,circulatory system,Circulatory system diseases,#F46D5A,Both,1282.0,0.1689719160829268,0.0302357383324791,1.1840868846591404,1.1840868846591404,1.1840868846591404,1.1159542505089945,1.2563792375738505,2.2906151658195983e-08,3.550453507020377e-08,True,True,elevated,,Hazard ratio,1282.0,437.6,2.93,10304.0,4143.8,2.49,Exposed group,Unexposed group,2.93,2.49,Unexposed group
94,analysis,MDD diagnosis,analysis,MDD diagnosis,411.1,411.1,Unstable angina (intermediate coronary syndrome),circulatory system,Circulatory system diseases,circulatory system,Circulatory system diseases,#F46D5A,Both,518.0,0.2467637311287425,0.0476915383761519,1.2798766820331786,1.2798766820331786,1.2798766820331786,1.1656610091153128,1.4052836188245628,2.289365022047969e-07,3.519189207445639e-07,True,True,elevated,,Hazard ratio,518.0,442.64,1.17,3921.0,4189.18,0.94,Exposed group,Unexposed group,1.17,0.94,Unexposed group
184,analysis,MDD diagnosis,analysis,MDD diagnosis,440.2,440.2,Atherosclerosis of the extremities,circulatory system,Circulatory system diseases,circulatory system,Circulatory system diseases,#F46D5A,Both,522.0,0.2385693574594133,0.0479138272763846,1.2694317475441124,1.2694317475441124,1.2694317475441124,1.1556445681771026,1.3944226503956911,6.386947401582267e-07,9.503777733554414e-07,True,True,elevated,,Hazard ratio,522.0,458.82,1.14,3988.0,4450.4,0.9,Exposed group,Unexposed group,1.14,0.9,Unexposed group
172,analysis,MDD diagnosis,analysis,MDD diagnosis,401.2,401.2,Hypertensive heart and/or renal disease,circulatory system,Circulatory system diseases,circulatory system,Circulatory system diseases,#F46D5A,Both,250.0,0.291203818920686,0.0692584951288982,1.3380372734723658,1.3380372734723658,1.3380372734723658,1.1681918995470149,1.532576750357195,2.6155179304302904e-05,3.603602481926178e-05,True,True,elevated,,Hazard ratio,250.0,453.24,0.55,1825.0,4365.68,0.42,Exposed group,Unexposed group,0.55,0.42,Unexposed group
154,analysis,MDD diagnosis,analysis,MDD diagnosis,442.1,442.1,Aortic aneurysm,circulatory system,Circulatory system diseases,circulatory system,Circulatory system diseases,#F46D5A,Both,458.0,0.187682975362461,0.050512593065393,1.206450980031596,1.206450980031596,1.206450980031596,1.092729061136019,1.3320081061137075,0.00020274771317,0.0002693648189259,True,True,elevated,,Hazard ratio,458.0,459.55,1.0,3800.0,4454.55,0.85,Exposed group,Unexposed group,1.0,0.85,Unexposed group
142,analysis,MDD diagnosis,analysis,MDD diagnosis,454.1,454.1,Varicose veins of lower extremity,circulatory system,Circulatory system diseases,circulatory system,Circulatory system diseases,#F46D5A,Both,808.0,-0.0724613529037798,0.0373312334608858,0.9301016916952619,0.9301016916952619,0.9301016916952619,0.8644770075205763,1.0007081152748845,0.0522536353022117,0.0611268941271156,False,False,protective,,Hazard ratio,808.0,436.35,1.85,8312.0,4098.98,2.03,Exposed group,Unexposed group,1.85,2.03,Unexposed group
132,analysis,MDD diagnosis,analysis,MDD diagnosis,443.9,443.9,"Peripheral vascular disease, unspecified",circulatory system,Circulatory system diseases,circulatory system,Circulatory system diseases,#F46D5A,Both,288.0,0.1073484165853338,0.063691092465312,1.1133220867916538,1.1133220867916538,1.1133220867916538,0.9826658704066291,1.2613504816496997,0.0919009823314386,0.1035974709918035,False,False,elevated,,Hazard ratio,288.0,459.78,0.63,2481.0,4456.85,0.56,Exposed group,Unexposed group,0.63,0.56,Unexposed group
54,analysis,MDD diagnosis,analysis,MDD diagnosis,427.1,427.1,"Paroxysmal tachycardia, unspecified",circulatory system,Circulatory system diseases,circulatory system,Circulatory system diseases,#F46D5A,Both,353.0,0.070713864803675,0.0570054391155813,1.0732740804381773,1.0732740804381773,1.0732740804381773,0.9598130089247427,1.2001475714846608,0.2147994784690244,0.2350158999719915,False,False,elevated,,Hazard ratio,353.0,450.33,0.78,3178.0,4308.0,0.74,Exposed group,Unexposed group,0.78,0.74,Unexposed group
18,analysis,MDD diagnosis,analysis,MDD diagnosis,394.3,394.3,Aortic valve disease,circulatory system,Circulatory system diseases,circulatory system,Circulatory system diseases,#F46D5A,Both,256.0,0.0590138025330733,0.066799634914762,1.0607898822265471,1.0607898822265471,1.0607898822265471,0.9306114070592225,1.209178359193056,0.3769958940333779,0.3961651767808378,False,False,elevated,,Hazard ratio,256.0,465.22,0.55,2458.0,4545.78,0.54,Exposed group,Unexposed group,0.55,0.54,Unexposed group
81,analysis,MDD diagnosis,analysis,MDD diagnosis,427.6,427.6,Premature beats,circulatory system,Circulatory system diseases,circulatory system,Circulatory system diseases,#F46D5A,Both,278.0,0.0447977171955618,0.0641682123630866,1.0458162878591093,1.0458162878591093,1.0458162878591093,0.9222195325628008,1.1859776000536262,0.4850962577619938,0.501266133020727,False,False,elevated,,Hazard ratio,278.0,450.73,0.62,2615.0,4311.24,0.61,Exposed group,Unexposed group,0.62,0.61,Unexposed group
127,analysis,MDD diagnosis,analysis,MDD diagnosis,427.2,427.2,Atrial fibrillation and flutter,circulatory system,Circulatory system diseases,circulatory system,Circulatory system diseases,#F46D5A,Both,1996.0,0.0078980321541126,0.0239640053979949,1.0079293038842285,1.0079293038842285,1.0079293038842285,0.9616820248772464,1.0564006140784654,0.7417181170047431,0.7538774303982635,False,False,elevated,,Hazard ratio,1996.0,444.08,4.49,19420.0,4236.45,4.58,Exposed group,Unexposed group,4.49,4.58,Unexposed group
450,analysis,MDD diagnosis,analysis,MDD diagnosis,414.2,414.2,ASCVD,circulatory system,Circulatory system diseases,circulatory system,Circulatory system diseases,#F46D5A,Both,35.0,,,,,,,,,,False,False,elevated,,Hazard ratio,35.0,445.72,0.08,206.0,4215.49,0.05,Exposed group,Unexposed group,0.08,0.05,Unexposed group
970,analysis,MDD diagnosis,analysis,MDD diagnosis,426.7,426.7,Abnormal electrocardiogram [ECG] [EKG],circulatory system,Circulatory system diseases,circulatory system,Circulatory system diseases,#F46D5A,Both,0.0,,,,,,,,,,False,False,elevated,,Hazard ratio,0.0,452.14,0.0,0.0,4325.37,0.0,Exposed group,Unexposed group,0.0,0.0,Unexposed group
522,analysis,MDD diagnosis,analysis,MDD diagnosis,429.2,429.2,Abnormal function study of cardiovascular system,circulatory system,Circulatory system diseases,circulatory system,Circulatory system diseases,#F46D5A,Both,0.0,,,,,,,,,,False,False,elevated,,Hazard ratio,0.0,465.03,0.0,0.0,4530.12,0.0,Exposed group,Unexposed group,0.0,0.0,Unexposed group
248,analysis,MDD diagnosis,analysis,MDD diagnosis,396,396.0,Abnormal heart sounds,circulatory system,Circulatory system diseases,circulatory system,Circulatory system diseases,#F46D5A,Both,0.0,,,,,,,,,,False,False,elevated,,Hazard ratio,0.0,466.36,0.0,0.0,4556.57,0.0,Exposed group,Unexposed group,0.0,0.0,Unexposed group
579,analysis,MDD diagnosis,analysis,MDD diagnosis,446.2,446.2,Acute febrile mucocutaneous lymph node syndrome (Kawasaki disease),circulatory system,Circulatory system diseases,circulatory system,Circulatory system diseases,#F46D5A,Both,0.0,,,,,,,,,,False,False,elevated,,Hazard ratio,0.0,461.08,0.0,3.0,4468.1,0.0,Exposed group,Unexposed group,0.0,0.0,Unexposed group
236,analysis,MDD diagnosis,analysis,MDD diagnosis,415.1,415.1,Acute pulmonary heart disease,circulatory system,Circulatory system diseases,circulatory system,Circulatory system diseases,#F46D5A,Both,113.0,,,,,,,,,,False,False,elevated,,Hazard ratio,113.0,464.84,0.24,622.0,4544.13,0.14,Exposed group,Unexposed group,0.24,0.14,Unexposed group
937,analysis,MDD diagnosis,analysis,MDD diagnosis,394.4,394.4,Acute rheumatic heart disease,circulatory system,Circulatory system diseases,circulatory system,Circulatory system diseases,#F46D5A,Both,1.0,,,,,,,,,,False,False,elevated,,Hazard ratio,1.0,466.35,0.0,13.0,4556.48,0.0,Exposed group,Unexposed group,0.0,0.0,Unexposed group
661,analysis,MDD diagnosis,analysis,MDD diagnosis,441.1,441.1,Acute vascular insufficiency of intestine,circulatory system,Circulatory system diseases,circulatory system,Circulatory system diseases,#F46D5A,Both,63.0,,,,,,,,,,False,False,elevated,,Hazard ratio,63.0,460.98,0.14,348.0,4467.5,0.08,Exposed group,Unexposed group,0.14,0.08,Unexposed group
1060,analysis,MDD diagnosis,analysis,MDD diagnosis,433.6,433.6,"Acute, but ill-defined cerebrovascular disease",circulatory system,Circulatory system diseases,circulatory system,Circulatory system diseases,#F46D5A,Both,13.0,,,,,,,,,,False,False,elevated,,Hazard ratio,13.0,449.06,0.03,47.0,4302.77,0.01,Exposed group,Unexposed group,0.03,0.01,Unexposed group
228,analysis,MDD diagnosis,analysis,MDD diagnosis,442.3,442.3,Aneurysm of artery of lower extremity,circulatory system,Circulatory system diseases,circulatory system,Circulatory system diseases,#F46D5A,Both,25.0,,,,,,,,,,False,False,elevated,,Hazard ratio,25.0,460.96,0.05,224.0,4467.05,0.05,Exposed group,Unexposed group,0.05,0.05,Unexposed group
315,analysis,MDD diagnosis,analysis,MDD diagnosis,442.2,442.2,Aneurysm of iliac artery,circulatory system,Circulatory system diseases,circulatory system,Circulatory system diseases,#F46D5A,Both,23.0,,,,,,,,,,False,False,elevated,,Hazard ratio,23.0,461.01,0.05,195.0,4467.47,0.04,Exposed group,Unexposed group,0.05,0.04,Unexposed group
1061,analysis,MDD diagnosis,analysis,MDD diagnosis,442.8,442.8,Aneurysm of other specified artery,circulatory system,Circulatory system diseases,circulatory system,Circulatory system diseases,#F46D5A,Both,34.0,,,,,,,,,,False,False,elevated,,Hazard ratio,34.0,460.98,0.07,216.0,4467.24,0.05,Exposed group,Unexposed group,0.07,0.05,Unexposed group
310,analysis,MDD diagnosis,analysis,MDD diagnosis,426.4,426.4,Anomalous atrioventricular excitation,circulatory system,Circulatory system diseases,circulatory system,Circulatory system diseases,#F46D5A,Both,13.0,,,,,,,,,,False,False,elevated,,Hazard ratio,13.0,452.05,0.03,174.0,4324.08,0.04,Exposed group,Unexposed group,0.03,0.04,Unexposed group
475,analysis,MDD diagnosis,analysis,MDD diagnosis,447.7,447.7,Aortic ectasia,circulatory system,Circulatory system diseases,circulatory system,Circulatory system diseases,#F46D5A,Both,0.0,,,,,,,,,,False,False,elevated,,Hazard ratio,0.0,461.08,0.0,0.0,4468.11,0.0,Exposed group,Unexposed group,0.0,0.0,Unexposed group
745,analysis,MDD diagnosis,analysis,MDD diagnosis,427.5,427.5,Arrhythmia (cardiac) NOS,circulatory system,Circulatory system diseases,circulatory system,Circulatory system diseases,#F46D5A,Both,249.0,,,,,,,,,,False,False,elevated,,Hazard ratio,249.0,451.22,0.55,1987.0,4317.14,0.46,Exposed group,Unexposed group,0.55,0.46,Unexposed group
220,analysis,MDD diagnosis,analysis,MDD diagnosis,442.4,442.4,Arterial dissection,circulatory system,Circulatory system diseases,circulatory system,Circulatory system diseases,#F46D5A,Both,5.0,,,,,,,,,,False,False,elevated,,Hazard ratio,5.0,461.05,0.01,43.0,4467.79,0.01,Exposed group,Unexposed group,0.01,0.01,Unexposed group
1117,analysis,MDD diagnosis,analysis,MDD diagnosis,444.1,444.1,Arterial embolism and thrombosis of lower extremity artery,circulatory system,Circulatory system diseases,circulatory system,Circulatory system diseases,#F46D5A,Both,81.0,,,,,,,,,,False,False,elevated,,Hazard ratio,81.0,460.81,0.18,548.0,4466.01,0.12,Exposed group,Unexposed group,0.18,0.12,Unexposed group
605,analysis,MDD diagnosis,analysis,MDD diagnosis,446.9,446.9,Arteritis NOS,circulatory system,Circulatory system diseases,circulatory system,Circulatory system diseases,#F46D5A,Both,52.0,,,,,,,,,,False,False,elevated,,Hazard ratio,52.0,460.81,0.11,329.0,4466.6,0.07,Exposed group,Unexposed group,0.11,0.07,Unexposed group
727,analysis,MDD diagnosis,analysis,MDD diagnosis,444.5,444.5,Atheroembolism,circulatory system,Circulatory system diseases,circulatory system,Circulatory system diseases,#F46D5A,Both,0.0,,,,,,,,,,False,False,elevated,,Hazard ratio,0.0,461.08,0.0,0.0,4468.11,0.0,Exposed group,Unexposed group,0.0,0.0,Unexposed group
606,analysis,MDD diagnosis,analysis,MDD diagnosis,440.9,440.9,Atherosclerosis of aorta,circulatory system,Circulatory system diseases,circulatory system,Circulatory system diseases,#F46D5A,Both,35.0,,,,,,,,,,False,False,elevated,,Hazard ratio,35.0,461.02,0.08,225.0,4467.57,0.05,Exposed group,Unexposed group,0.08,0.05,Unexposed group
887,analysis,MDD diagnosis,analysis,MDD diagnosis,440.1,440.1,Atherosclerosis of renal artery,circulatory system,Circulatory system diseases,circulatory system,Circulatory system diseases,#F46D5A,Both,31.0,,,,,,,,,,False,False,elevated,,Hazard ratio,31.0,460.92,0.07,184.0,4467.11,0.04,Exposed group,Unexposed group,0.07,0.04,Unexposed group
842,analysis,MDD diagnosis,analysis,MDD diagnosis,426.2,426.2,Atrioventricular [AV] block,circulatory system,Circulatory system diseases,circulatory system,Circulatory system diseases,#F46D5A,Both,235.0,,,,,,,,,,False,False,elevated,,Hazard ratio,235.0,451.25,0.52,1786.0,4318.06,0.41,Exposed group,Unexposed group,0.52,0.41,Unexposed group
955,analysis,MDD diagnosis,analysis,MDD diagnosis,459.7,459.7,Blood vessel replaced,circulatory system,Circulatory system diseases,circulatory system,Circulatory system diseases,#F46D5A,Both,0.0,,,,,,,,,,False,False,elevated,,Hazard ratio,0.0,466.75,0.0,0.0,4568.5,0.0,Exposed group,Unexposed group,0.0,0.0,Unexposed group
820,analysis,MDD diagnosis,analysis,MDD diagnosis,426.3,426.3,Bundle branch block,circulatory system,Circulatory system diseases,circulatory system,Circulatory system diseases,#F46D5A,Both,48.0,,,,,,,,,,False,False,elevated,,Hazard ratio,48.0,451.9,0.11,451.0,4323.29,0.1,Exposed group,Unexposed group,0.11,0.1,Unexposed group
344,analysis,MDD diagnosis,analysis,MDD diagnosis,429.9,429.9,"Cardiac complications, not elsewhere classified",circulatory system,Circulatory system diseases,circulatory system,Circulatory system diseases,#F46D5A,Both,0.0,,,,,,,,,,False,False,elevated,,Hazard ratio,0.0,465.03,0.0,4.0,4530.12,0.0,Exposed group,Unexposed group,0.0,0.0,Unexposed group
359,analysis,MDD diagnosis,analysis,MDD diagnosis,426.9,426.9,Cardiac pacemaker/device in situ,circulatory system,Circulatory system diseases,circulatory system,Circulatory system diseases,#F46D5A,Both,0.0,,,,,,,,,,False,False,elevated,,Hazard ratio,0.0,452.14,0.0,0.0,4325.37,0.0,Exposed group,Unexposed group,0.0,0.0,Unexposed group
326,analysis,MDD diagnosis,analysis,MDD diagnosis,416,416.0,Cardiomegaly,circulatory system,Circulatory system diseases,circulatory system,Circulatory system diseases,#F46D5A,Both,191.0,,,,,,,,,,False,False,elevated,,Hazard ratio,191.0,465.36,0.41,805.0,4546.6,0.18,Exposed group,Unexposed group,0.41,0.18,Unexposed group
762,analysis,MDD diagnosis,analysis,MDD diagnosis,433.5,433.5,Cerebral aneurysm,circulatory system,Circulatory system diseases,circulatory system,Circulatory system diseases,#F46D5A,Both,48.0,,,,,,,,,,False,False,elevated,,Hazard ratio,48.0,448.95,0.11,295.0,4301.82,0.07,Exposed group,Unexposed group,0.11,0.07,Unexposed group
678,analysis,MDD diagnosis,analysis,MDD diagnosis,415.2,415.2,Chronic pulmonary heart disease,circulatory system,Circulatory system diseases,circulatory system,Circulatory system diseases,#F46D5A,Both,49.0,,,,,,,,,,False,False,elevated,,Hazard ratio,49.0,465.26,0.11,421.0,4545.68,0.09,Exposed group,Unexposed group,0.11,0.09,Unexposed group
577,analysis,MDD diagnosis,analysis,MDD diagnosis,441.2,441.2,Chronic vascular insufficiency of intestine,circulatory system,Circulatory system diseases,circulatory system,Circulatory system diseases,#F46D5A,Both,3.0,,,,,,,,,,False,False,elevated,,Hazard ratio,3.0,461.08,0.01,40.0,4467.99,0.01,Exposed group,Unexposed group,0.01,0.01,Unexposed group
744,analysis,MDD diagnosis,analysis,MDD diagnosis,453,453.0,Chronic venous hypertension,circulatory system,Circulatory system diseases,circulatory system,Circulatory system diseases,#F46D5A,Both,0.0,,,,,,,,,,False,False,elevated,,Hazard ratio,0.0,441.43,0.0,0.0,4153.74,0.0,Exposed group,Unexposed group,0.0,0.0,Unexposed group
919,analysis,MDD diagnosis,analysis,MDD diagnosis,456,456.0,Chronic venous insufficiency [CVI],circulatory system,Circulatory system diseases,circulatory system,Circulatory system diseases,#F46D5A,Both,107.0,,,,,,,,,,False,False,elevated,,Hazard ratio,107.0,440.98,0.24,790.0,4150.46,0.19,Exposed group,Unexposed group,0.24,0.19,Unexposed group
950,analysis,MDD diagnosis,analysis,MDD diagnosis,459.9,459.9,Circulatory disease NEC,circulatory system,Circulatory system diseases,circulatory system,Circulatory system diseases,#F46D5A,Both,150.0,,,,,,,,,,False,False,elevated,,Hazard ratio,150.0,466.49,0.32,812.0,4566.73,0.18,Exposed group,Unexposed group,0.32,0.18,Unexposed group
649,analysis,MDD diagnosis,analysis,MDD diagnosis,452.2,452.2,Deep vein thrombosis [DVT],circulatory system,Circulatory system diseases,circulatory system,Circulatory system diseases,#F46D5A,Both,0.0,,,,,,,,,,False,False,elevated,,Hazard ratio,0.0,441.43,0.0,0.0,4153.74,0.0,Exposed group,Unexposed group,0.0,0.0,Unexposed group
528,analysis,MDD diagnosis,analysis,MDD diagnosis,448,448.0,Disease of capillaries,circulatory system,Circulatory system diseases,circulatory system,Circulatory system diseases,#F46D5A,Both,19.0,,,,,,,,,,False,False,elevated,,Hazard ratio,19.0,460.99,0.04,135.0,4467.34,0.03,Exposed group,Unexposed group,0.04,0.03,Unexposed group
371,analysis,MDD diagnosis,analysis,MDD diagnosis,394.7,394.7,Disease of tricuspid valve,circulatory system,Circulatory system diseases,circulatory system,Circulatory system diseases,#F46D5A,Both,11.0,,,,,,,,,,False,False,elevated,,Hazard ratio,11.0,466.33,0.02,102.0,4556.32,0.02,Exposed group,Unexposed group,0.02,0.02,Unexposed group
871,analysis,MDD diagnosis,analysis,MDD diagnosis,402,402.0,Elevated blood pressure reading without diagnosis of hypertension,circulatory system,Circulatory system diseases,circulatory system,Circulatory system diseases,#F46D5A,Both,0.0,,,,,,,,,,False,False,elevated,,Hazard ratio,0.0,454.16,0.0,0.0,4373.87,0.0,Exposed group,Unexposed group,0.0,0.0,Unexposed group
200,analysis,MDD diagnosis,analysis,MDD diagnosis,444.2,444.2,Embolism and thrombosis of abdominal aorta,circulatory system,Circulatory system diseases,circulatory system,Circulatory system diseases,#F46D5A,Both,3.0,,,,,,,,,,False,False,elevated,,Hazard ratio,3.0,461.07,0.01,21.0,4468.05,0.0,Exposed group,Unexposed group,0.01,0.0,Unexposed group
978,analysis,MDD diagnosis,analysis,MDD diagnosis,457.2,457.2,Encounter for long-term (current) use of antiplatelets/antithrombotics,circulatory system,Circulatory system diseases,circulatory system,Circulatory system diseases,#F46D5A,Both,0.0,,,,,,,,,,False,False,elevated,,Hazard ratio,0.0,441.43,0.0,0.0,4153.74,0.0,Exposed group,Unexposed group,0.0,0.0,Unexposed group
824,analysis,MDD diagnosis,analysis,MDD diagnosis,457.3,457.3,Encounter for long-term (current) use of aspirin,circulatory system,Circulatory system diseases,circulatory system,Circulatory system diseases,#F46D5A,Both,0.0,,,,,,,,,,False,False,elevated,,Hazard ratio,0.0,441.43,0.0,0.0,4153.74,0.0,Exposed group,Unexposed group,0.0,0.0,Unexposed group
377,analysis,MDD diagnosis,analysis,MDD diagnosis,420.3,420.3,Endocarditis,circulatory system,Circulatory system diseases,circulatory system,Circulatory system diseases,#F46D5A,Both,124.0,,,,,,,,,,False,False,elevated,,Hazard ratio,124.0,465.13,0.27,732.0,4542.22,0.16,Exposed group,Unexposed group,0.27,0.16,Unexposed group
548,analysis,MDD diagnosis,analysis,MDD diagnosis,446.5,446.5,Giant cell arteritis,circulatory system,Circulatory system diseases,circulatory system,Circulatory system diseases,#F46D5A,Both,160.0,,,,,,,,,,False,False,elevated,,Hazard ratio,160.0,460.23,0.35,1270.0,4461.88,0.28,Exposed group,Unexposed group,0.35,0.28,Unexposed group
